claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight
9565,54,M,1.0,13,39869,0,0,Rent,80005,1/17/2015,Saturday,Highway,0,1.0,11,Broker,1,6229.5314149999995,0.0,Medium,19890.77952,gray,22186.81167
9566,20,M,1.0,81,29943,1,1,Own,50046,8/5/2016,Friday,Local,1,0.0,50,Online,1,11221.66285,4.0,Large,12849.42166,black,21380.587190000002
9568,43,M,0.0,73,37623,1,1,Own,50043,11/28/2016,Monday,Highway,1,0.0,50,Broker,0,3596.6486270000005,2.0,Medium,21692.93473,silver,8863.204648
9572,34,F,1.0,80,35253,0,1,Rent,15001,10/5/2016,Wednesday,Highway,1,1.0,36,Broker,0,3652.623732,3.0,Large,25571.07093,other,37512.277
9575,34,M,1.0,62,35259,0,0,Rent,50009,3/12/2016,Saturday,Parking Lot,0,0.0,65,Phone,0,3369.243649,5.0,Compact,13428.832869999998,black,23285.39996
9578,32,M,1.0,81,34651,0,0,Own,15037,7/24/2016,Sunday,Parking Lot,0,0.0,23,Phone,1,4664.348123,4.0,Compact,27344.906239999997,other,13975.83001
9581,40,F,1.0,71,36879,1,0,Own,20102,9/24/2016,Saturday,Local,0,1.0,52,Phone,1,6402.066674000001,10.0,Medium,20533.0807,other,30308.314280000002
9582,38,F,1.0,36,36394,1,1,Own,50039,11/20/2015,Friday,Local,0,0.0,1,Online,1,4452.143863,4.0,Large,20910.74266,black,17581.74563
9591,41,M,0.0,60,37138,1,0,Own,85027,10/22/2016,Saturday,Parking Lot,0,0.0,90,Phone,0,4052.6865770000004,9.0,Medium,52022.46233,black,13685.453980000002
9592,64,F,1.0,79,41610,0,1,Rent,85004,11/21/2016,Monday,Local,0,0.0,64,Phone,0,2449.923457,6.0,Medium,11069.544679999999,blue,14505.88974
9594,51,F,1.0,79,39324,1,1,Own,50013,9/15/2015,Tuesday,Local,0,0.0,24,Broker,1,5540.817772,8.0,Medium,40751.667989999994,other,25271.26036
9596,60,M,1.0,87,40947,1,0,Own,80011,7/8/2016,Friday,Parking Lot,0,0.0,49,Phone,0,5527.6819,7.0,Large,22802.10359,gray,13082.09632
9598,38,M,1.0,68,36381,1,1,Own,50025,9/2/2016,Friday,Highway,3,0.0,51,Broker,1,3536.956672,2.0,Large,18800.20403,red,16296.88548
9599,47,F,1.0,77,38505,1,1,Rent,50039,11/22/2015,Sunday,Local,0,1.0,8,Broker,0,2449.5721350000003,7.0,Compact,23214.47421,blue,10582.00022
9601,36,M,1.0,78,35836,1,1,Own,20130,6/6/2015,Saturday,Local,0,1.0,88,Phone,1,4850.596072,4.0,Compact,35931.4797,gray,51413.83296
9602,53,F,0.0,68,39716,0,1,Own,80110,8/15/2016,Monday,Local,0,1.0,12,Broker,1,3286.571982,7.0,Medium,11683.82179,white,24238.37685
9611,56,F,1.0,81,40262,0,1,Rent,50014,11/19/2016,Saturday,Local,1,0.0,97,Phone,1,4147.2877100000005,3.0,Large,24477.00516,red,18897.56505
9612,33,M,1.0,82,34961,1,0,Own,50009,5/4/2015,Monday,Local,0,1.0,92,Online,0,3986.601154,5.0,Compact,9821.223415999999,white,37669.55052
9613,44,F,1.0,60,37843,1,0,Rent,85015,9/29/2016,Thursday,Local,0,0.0,29,Phone,0,6320.776479,4.0,Large,21924.08323,black,55071.37982
9617,52,M,1.0,70,39518,1,1,Rent,20111,5/16/2016,Monday,Local,0,0.0,32,Online,0,1851.765238,3.0,Compact,12029.46955,gray,12107.9034
9620,50,M,1.0,32,39120,1,1,Own,15012,2/4/2016,Thursday,Parking Lot,0,1.0,20,Phone,0,8339.443702,3.0,Compact,6878.206413,silver,47487.84928
9623,46,F,1.0,73,38290,1,1,Rent,80106,8/24/2015,Monday,Local,2,0.0,0,Broker,1,5407.446999999999,3.0,Large,14828.676590000001,white,24143.8189
9624,47,M,0.0,75,38517,1,0,Rent,80012,10/19/2016,Wednesday,Parking Lot,0,0.0,45,Phone,1,6422.4828130000005,2.0,Large,11433.22185,gray,15256.385430000002
9625,39,M,1.0,77,36626,1,1,Rent,85010,3/15/2015,Sunday,Parking Lot,0,0.0,5,Broker,0,7221.745370000001,6.0,Compact,30958.35749,other,16608.65469
9627,54,M,1.0,50,39889,1,0,Own,85010,12/25/2015,Friday,Local,0,0.0,13,Phone,0,3042.828005,2.0,Medium,8860.216005,black,9454.411217
9632,41,M,0.0,74,37126,1,0,Own,50040,2/18/2016,Thursday,Local,1,1.0,2,Broker,0,8314.664343,8.0,Compact,20864.808530000002,red,41367.41681
9636,39,F,0.0,56,36630,1,0,Own,85026,4/10/2015,Friday,Local,0,1.0,8,Phone,0,4894.785491,9.0,Compact,9494.541448,black,14379.753359999999
9642,56,M,0.0,62,40269,0,0,Rent,80033,5/24/2016,Tuesday,Local,0,0.0,50,Phone,1,7400.801635,2.0,Compact,18172.26045,blue,16492.71138
9648,55,F,1.0,75,40074,0,0,Own,85018,5/19/2016,Thursday,Local,0,0.0,100,Phone,1,8137.196487,9.0,Medium,19937.266040000002,silver,18541.12594
9649,35,M,1.0,67,35560,1,0,Own,85013,9/18/2016,Sunday,Highway,1,0.0,58,Phone,0,3199.4357059999998,6.0,Compact,14026.786419999999,gray,21010.33435
9651,61,F,1.0,63,41102,1,1,Own,85083,12/4/2016,Sunday,Local,0,0.0,40,Broker,1,5493.205363,6.0,Large,53590.38153,black,27759.320069999998
9656,28,M,1.0,74,33320,1,0,Rent,15035,3/2/2015,Monday,Local,0,0.0,13,Online,1,1571.839569,6.0,Compact,26433.30976,white,43488.335569999996
9657,33,M,1.0,80,34959,1,1,Own,85069,8/12/2015,Wednesday,Local,0,0.0,2,Phone,0,5051.23546,8.0,Medium,21880.90096,silver,17731.27188
9661,45,M,0.0,89,38076,0,1,Own,20141,10/16/2015,Friday,Local,5,1.0,51,Phone,1,4735.316838000001,4.0,Compact,16795.29267,gray,14575.83075
9663,47,M,1.0,89,38476,1,0,Own,50052,5/9/2015,Saturday,Local,1,0.0,68,Broker,1,4431.924997,6.0,Compact,19023.38915,black,11681.43452
9664,29,M,0.0,91,33659,1,1,Rent,50047,2/10/2015,Tuesday,Parking Lot,2,0.0,95,Phone,1,6686.783432,2.0,Medium,28726.40237,other,12714.91953
9665,63,F,1.0,21,41430,1,0,Own,15022,9/1/2016,Thursday,Parking Lot,0,1.0,6,Broker,1,6456.792718,5.0,Medium,30331.858510000002,other,10344.881459999999
9666,35,F,1.0,83,35563,0,0,Rent,20129,5/27/2016,Friday,Local,0,0.0,33,Phone,1,2128.724169,7.0,Medium,11559.37349,white,26700.64212
9667,36,M,0.0,89,35835,0,0,Own,20148,5/23/2015,Saturday,Parking Lot,0,0.0,29,Broker,0,6884.194923999999,0.0,Medium,6140.941367,silver,17774.4216
9669,28,F,0.0,63,33325,0,0,Rent,50058,1/28/2016,Thursday,Parking Lot,0,0.0,5,Online,1,3703.960971,10.0,Compact,18439.12498,blue,22569.77175
9670,48,M,0.0,81,38699,0,1,Own,85021,12/6/2015,Sunday,Local,0,0.0,83,Broker,0,7075.932981,5.0,Compact,20027.244919999997,white,9626.473081
9680,39,F,0.0,80,36648,0,0,Own,15022,1/7/2016,Thursday,Local,0,0.0,75,Broker,1,6602.3860429999995,3.0,Medium,23463.41046,blue,42615.15717
9688,39,F,1.0,73,36635,1,0,Own,20110,2/18/2015,Wednesday,Local,0,1.0,100,Phone,1,4307.796921,3.0,Large,40359.16945,black,12858.79507
9690,53,F,0.0,75,39702,1,0,Own,80014,4/19/2015,Sunday,Parking Lot,0,0.0,87,Phone,0,2266.71688,4.0,Medium,35441.55627,black,15365.289180000002
9691,58,M,1.0,91,40603,1,0,Own,80107,11/30/2015,Monday,Parking Lot,0,0.0,46,Broker,1,4718.204039,5.0,Large,40592.830030000005,blue,8498.55419
9692,40,F,0.0,83,36887,1,0,Own,50052,5/8/2016,Sunday,Local,0,0.0,99,Broker,1,5727.544449,5.0,Large,18615.12731,silver,48976.538539999994
9697,21,F,1.0,82,30450,1,0,Rent,80003,8/19/2016,Friday,Local,1,0.0,51,Online,1,5470.022779,5.0,Large,21968.21033,silver,22402.8677
9698,47,M,1.0,59,38523,1,1,Own,20135,5/4/2015,Monday,Highway,2,1.0,69,Broker,1,4168.548779,6.0,Large,47622.30584,red,5809.223256
9703,45,F,0.0,62,38065,0,1,Rent,80037,4/15/2015,Wednesday,Local,0,0.0,9,Broker,0,4941.416161,3.0,Compact,22544.642209999998,red,20577.33815
9705,63,F,1.0,62,41434,1,1,Own,80022,12/2/2015,Wednesday,Parking Lot,1,0.0,75,Phone,0,5408.628554999999,3.0,Large,27288.2862,silver,47650.65836
9706,38,F,1.0,68,36383,1,0,Rent,50002,4/15/2016,Friday,Highway,0,0.0,1,Phone,0,6978.376184000001,5.0,Compact,17121.266069999998,black,33976.714739999996
9712,43,M,1.0,83,37639,1,1,Own,50027,5/27/2015,Wednesday,Highway,3,1.0,38,Phone,1,5020.572679,6.0,Compact,38424.065669999996,white,34784.12113
9714,36,F,1.0,93,35848,1,1,Rent,80023,6/7/2015,Sunday,Local,0,1.0,99,Phone,0,10203.66317,4.0,Compact,15885.9121,white,12448.21165
9717,48,F,1.0,75,38704,1,0,Own,15025,10/6/2016,Thursday,Highway,1,0.0,0,Phone,1,8225.215273,4.0,Compact,17184.50225,white,13940.695969999999
9719,69,F,1.0,91,42334,0,0,Own,85027,10/10/2016,Monday,Highway,0,1.0,81,Online,1,6751.560228,9.0,Compact,13472.26115,gray,15090.32332
9722,35,F,0.0,56,35550,1,0,Rent,20104,6/30/2016,Thursday,Parking Lot,0,0.0,54,Broker,0,4977.297789,5.0,Compact,34709.66173,blue,30248.330439999998
9726,48,M,1.0,81,38720,0,0,Rent,50055,3/18/2016,Friday,Parking Lot,1,0.0,18,Phone,1,4669.722745,2.0,Medium,22173.57188,red,19046.392630000002
9732,39,M,1.0,59,36643,0,1,Rent,15024,3/25/2016,Friday,Local,0,0.0,89,Phone,0,946.8711612,3.0,Large,14094.07184,silver,31746.954789999996
9733,54,M,0.0,68,39877,1,1,Rent,20108,5/28/2016,Saturday,Highway,0,0.0,100,Broker,1,3252.055923,6.0,Medium,30104.79141,blue,12702.385970000001
9734,48,F,0.0,75,38727,1,1,Rent,50002,4/22/2015,Wednesday,Local,0,1.0,72,Phone,0,4417.508731,5.0,Large,20502.35036,other,26792.110269999997
9738,50,F,1.0,82,39118,0,0,Rent,50008,1/11/2015,Sunday,Local,0,0.0,79,Broker,1,2449.879668,6.0,Large,37056.94931,other,16809.303669999998
9739,69,M,1.0,86,42352,1,0,Rent,15015,6/26/2016,Sunday,Parking Lot,0,0.0,55,Broker,1,2680.532332,2.0,Large,12733.79794,black,46055.012039999994
9740,35,M,0.0,74,35568,1,1,Own,80038,6/23/2015,Tuesday,Local,0,1.0,3,Phone,1,7620.340232,4.0,Compact,27994.72618,blue,44518.26869
9744,43,F,0.0,63,37609,0,1,Own,80013,7/14/2015,Tuesday,Parking Lot,0,0.0,1,Broker,0,2884.157233,8.0,Medium,21653.18803,red,25294.25912
9745,44,F,0.0,67,37843,1,1,Own,50052,2/7/2016,Sunday,Highway,0,1.0,51,Broker,1,4459.731839,4.0,Large,14849.6783,blue,39851.031760000005
9746,50,F,1.0,49,39131,0,1,Own,80107,3/4/2015,Wednesday,Local,0,0.0,50,Broker,0,6237.159742,5.0,Compact,17474.973719999998,other,15876.630519999999
9748,33,M,0.0,54,34945,0,0,Own,80016,8/17/2015,Monday,Local,0,1.0,51,Phone,0,4030.2665119999997,5.0,Medium,31947.55856,white,16337.1401
9749,38,M,1.0,54,36383,1,1,Rent,85071,8/6/2015,Thursday,Local,1,0.0,7,Phone,1,3630.599112,6.0,Large,31188.306160000004,red,2583.428985
9751,48,F,1.0,66,38704,0,0,Own,15012,6/24/2015,Wednesday,Local,0,0.0,66,Broker,0,2082.8958030000003,9.0,Compact,13446.942969999998,white,19832.39262
9753,37,F,1.0,80,36105,0,1,Own,85020,6/15/2016,Wednesday,Parking Lot,0,0.0,35,Phone,0,13680.124909999999,6.0,Medium,21559.509869999998,red,12636.14147
9755,47,M,1.0,77,38520,1,1,Rent,20138,11/18/2015,Wednesday,Highway,0,0.0,51,Phone,1,4267.482965,4.0,Medium,17541.035630000002,white,19504.00534
9757,48,M,1.0,67,38714,0,0,Rent,15014,6/5/2015,Friday,Local,1,1.0,98,Broker,1,8365.289861,2.0,Large,17219.63255,white,20996.975980000003
9758,64,M,1.0,68,41577,1,0,Rent,15055,6/29/2016,Wednesday,Parking Lot,0,0.0,12,Broker,1,6103.225093999999,4.0,Medium,10520.87967,gray,11710.89052
9759,36,F,1.0,47,35837,1,1,Rent,50055,4/11/2016,Monday,Parking Lot,0,0.0,51,Broker,0,3670.729292,4.0,Medium,32940.489369999996,black,49400.90502
9760,31,M,1.0,91,34336,1,0,Rent,15001,3/28/2015,Saturday,Local,0,0.0,12,Phone,1,2350.204038,4.0,Large,23083.19381,gray,14075.19629
9761,83,M,1.0,74,44197,1,1,Own,20107,1/30/2016,Saturday,Local,1,0.0,15,Broker,0,3829.689314,4.0,Large,22711.77433,black,18145.66047
9763,54,F,1.0,86,39880,1,1,Own,50034,8/31/2016,Wednesday,Parking Lot,0,0.0,98,Broker,0,5476.668527000001,7.0,Compact,26961.74178,red,9013.441065
9764,37,M,0.0,85,36133,0,0,Own,80047,10/2/2015,Friday,Highway,0,0.0,50,Phone,1,3852.5828579999998,3.0,Large,16161.245130000001,silver,10512.55876
9766,45,M,1.0,86,38057,0,1,Own,50013,11/6/2016,Sunday,Highway,0,0.0,13,Broker,0,5244.143955,3.0,Compact,26334.11135,silver,13967.944309999999
9768,43,M,0.0,91,37609,1,0,Own,15017,12/4/2015,Friday,Local,0,0.0,0,Broker,0,6731.012931,4.0,Compact,40444.02853,other,27477.145660000002
9770,55,M,1.0,54,40074,1,1,Own,20103,2/20/2015,Friday,Local,0,0.0,15,Broker,0,2895.425774,5.0,Medium,22814.276719999998,red,22739.66039
9772,35,F,0.0,84,35570,0,0,Own,20153,9/27/2016,Tuesday,Local,0,0.0,5,Phone,1,10893.31308,6.0,Large,15624.33653,red,28411.112889999997
9773,101,M,1.0,42,46159,0,0,Own,85023,8/16/2016,Tuesday,Parking Lot,3,0.0,81,Broker,1,4168.072078,8.0,Large,17169.837669999997,silver,12952.06083
9777,46,M,1.0,79,38295,1,0,Own,15035,1/17/2016,Sunday,Local,0,0.0,22,Broker,0,4589.180222,7.0,Medium,33616.2698,black,14185.02457
9779,31,F,1.0,84,34340,1,0,Own,80027,8/25/2016,Thursday,Parking Lot,2,0.0,86,Broker,1,10519.26665,3.0,Medium,43732.57265,blue,10357.83896
9781,55,M,1.0,73,40075,0,1,Own,50028,11/30/2016,Wednesday,Parking Lot,0,0.0,95,Phone,0,4052.3403310000003,7.0,Large,28193.272230000002,other,25045.32437
9785,40,M,1.0,96,36903,0,0,Rent,20131,6/27/2015,Saturday,Local,0,1.0,71,Phone,1,5950.083208,5.0,Medium,10341.28978,gray,8314.504354
9786,58,F,1.0,66,40596,1,0,Own,15009,12/22/2015,Tuesday,Parking Lot,0,1.0,50,Broker,0,7531.349293000001,3.0,Large,7755.754119,red,15861.82214
9788,37,F,1.0,80,36109,1,0,Own,15034,4/8/2016,Friday,Highway,0,0.0,10,Phone,0,2713.257729,4.0,Compact,12169.75114,white,11938.2004
9790,32,M,0.0,83,34672,1,0,Rent,80022,2/29/2016,Monday,Highway,0,0.0,98,Phone,1,5593.674679,1.0,Medium,19747.60019,red,29393.87822
9794,60,F,1.0,70,40932,1,1,Own,20165,4/20/2016,Wednesday,Local,0,1.0,50,Phone,1,3703.58576,9.0,Compact,35158.26717,blue,12123.5203
9795,42,M,1.0,62,37380,1,0,Own,20160,9/13/2016,Tuesday,Local,0,0.0,54,Broker,1,4708.120432,4.0,Large,18205.18398,blue,9901.452631
9797,65,F,0.0,56,41734,1,1,Own,15003,10/23/2016,Sunday,Local,0,0.0,50,Broker,0,5968.174593,4.0,Medium,16352.38682,silver,11403.21402
9799,33,M,0.0,71,34968,1,0,Own,80022,2/13/2016,Saturday,Local,0,0.0,82,Broker,1,7823.709017,5.0,Large,19422.45891,silver,11642.759059999998
9802,33,M,0.0,71,34965,1,1,Own,15018,2/5/2016,Friday,Parking Lot,3,0.0,47,Phone,1,1836.5164129999998,6.0,Compact,13575.811259999999,white,27462.435
9803,51,M,0.0,97,39308,0,1,Rent,80022,8/12/2016,Friday,Highway,0,0.0,25,Broker,1,8052.417765,4.0,Large,13659.55384,other,13922.695930000002
9805,23,F,1.0,93,31330,1,1,Rent,85068,2/20/2016,Saturday,Highway,1,0.0,20,Online,1,2252.8055289999998,3.0,Medium,27551.070860000003,silver,25775.05312
9811,38,M,1.0,62,36392,1,0,Own,50025,4/14/2016,Thursday,Parking Lot,0,0.0,76,Broker,0,2113.2738879999997,2.0,Compact,11803.93811,gray,8287.7571
9814,39,F,0.0,91,36641,1,0,Own,50009,4/23/2016,Saturday,Highway,0,0.0,48,Broker,0,9807.780195000001,4.0,Compact,16227.061880000001,gray,22502.8496
9815,39,M,1.0,80,36619,1,1,Rent,80034,12/21/2016,Wednesday,Parking Lot,0,0.0,65,Broker,0,2236.742547,6.0,Large,8288.523628,red,16370.001069999998
9817,23,F,0.0,66,31365,1,1,Rent,20138,11/9/2015,Monday,Local,0,0.0,50,Phone,0,4196.069854,2.0,Compact,16003.297480000001,black,29282.92225
9820,34,F,1.0,87,35269,0,0,Rent,80013,8/9/2015,Sunday,Parking Lot,6,1.0,80,Broker,1,4800.722843,5.0,Medium,24522.403619999997,red,13381.55841
9822,34,M,0.0,86,35245,1,0,Own,85070,6/29/2015,Monday,Highway,1,0.0,75,Broker,1,5326.801461999999,6.0,Large,60286.12349,other,47146.640510000005
9824,40,F,0.0,84,36901,1,0,Rent,80015,2/24/2015,Tuesday,Parking Lot,0,0.0,5,Online,0,5720.4874469999995,2.0,Medium,26449.94913,gray,18682.47001
9829,38,F,1.0,80,36361,1,1,Rent,80027,3/5/2016,Saturday,Highway,0,0.0,60,Online,1,3974.8999719999997,3.0,Large,45146.84436,other,12909.33006
9830,50,M,0.0,51,39106,0,1,Own,80015,9/23/2015,Wednesday,Local,0,0.0,91,Phone,1,3829.750535,4.0,Medium,23400.47248,silver,30927.370110000003
9835,29,M,1.0,76,33677,1,1,Rent,20144,4/18/2015,Saturday,Local,0,0.0,84,Online,1,9681.003929999999,7.0,Compact,9451.910645,black,8955.383994
9842,27,F,1.0,82,32961,1,1,Rent,15057,12/28/2016,Wednesday,Local,0,0.0,1,Broker,1,2791.167043,2.0,Medium,17089.12474,silver,7466.074597
9844,83,M,1.0,63,44196,1,0,Own,20152,11/18/2016,Friday,Parking Lot,1,0.0,0,Broker,1,3824.47596,5.0,Medium,14959.2195,gray,40692.86687
9850,45,M,1.0,67,38064,1,1,Own,20130,11/21/2016,Monday,Parking Lot,0,0.0,51,Broker,0,4833.157819,6.0,Compact,21620.6734,white,12297.29182
9856,43,F,1.0,80,37604,1,1,Rent,85042,6/8/2016,Wednesday,Highway,0,0.0,22,Online,1,3342.566338,6.0,Compact,35564.23593,red,7124.494427
9858,52,M,1.0,80,39512,0,0,Own,80011,3/8/2016,Tuesday,Local,2,0.0,86,Broker,1,4110.4123850000005,6.0,Large,25022.22444,silver,16330.10295
9859,49,M,1.0,78,38916,1,0,Rent,80026,5/12/2016,Thursday,Parking Lot,0,0.0,6,Online,0,5874.256263,6.0,Large,25397.48828,black,68947.69335
9860,37,F,0.0,71,36090,0,0,Rent,15009,10/22/2015,Thursday,Parking Lot,0,0.0,93,Broker,1,5185.60768,9.0,Medium,24315.41232,silver,15304.692
9862,51,M,1.0,66,39318,1,0,Own,80019,7/1/2015,Wednesday,Parking Lot,2,0.0,3,Online,1,1631.875006,5.0,Medium,11856.30574,white,5385.282873
9868,44,F,1.0,78,37849,1,0,Rent,85053,2/20/2015,Friday,Parking Lot,0,0.0,42,Phone,0,6281.001749,6.0,Compact,15227.004990000001,gray,32567.878780000003
9869,45,F,1.0,80,38067,1,0,Rent,20163,4/4/2016,Monday,Local,0,0.0,9,Broker,0,3990.241498,8.0,Large,14132.634890000001,blue,33344.22393
9877,39,M,0.0,90,36618,0,1,Own,85015,1/6/2016,Wednesday,Parking Lot,0,0.0,55,Broker,0,4812.015695,5.0,Compact,11553.15807,other,7809.664177
9878,50,F,0.0,83,39131,0,0,Own,50056,7/1/2015,Wednesday,Parking Lot,4,0.0,20,Phone,1,5777.435611999999,4.0,Large,9347.225748,gray,24560.06243
9879,50,F,1.0,64,39126,1,1,Own,15022,1/13/2015,Tuesday,Local,0,0.0,70,Broker,1,4694.930267,8.0,Large,10359.5298,blue,15831.037030000001
9880,58,F,1.0,76,40599,0,0,Rent,85072,9/23/2016,Friday,Parking Lot,1,0.0,85,Phone,1,9261.940026,6.0,Large,25608.77232,red,21043.03248
9883,62,F,0.0,38,41259,0,1,Own,80040,7/28/2015,Tuesday,Local,0,1.0,58,Broker,1,3245.007516,5.0,Large,26713.98533,gray,12590.42063
9885,37,M,0.0,69,36101,0,1,Rent,50056,2/1/2016,Monday,Local,0,0.0,2,Phone,1,4187.45666,9.0,Large,18078.34984,other,29236.29442
9889,49,M,1.0,86,38925,1,0,Rent,50035,1/4/2015,Sunday,Highway,1,1.0,87,Broker,0,5435.011271,1.0,Large,9771.175,blue,42208.93155
9893,27,M,1.0,81,32953,0,1,Rent,50048,9/21/2016,Wednesday,Highway,1,1.0,14,Online,1,2078.4068850000003,5.0,Large,14271.285109999999,other,36532.60925
9896,53,M,1.0,50,39694,1,1,Own,80011,12/28/2015,Monday,Highway,0,,5,Phone,0,3373.243702,7.0,Medium,8341.619192,blue,45913.50493
9897,24,F,0.0,81,31782,0,0,Rent,80046,12/30/2016,Friday,Local,2,0.0,76,Online,0,7818.5552290000005,5.0,Medium,31681.255810000002,blue,24247.67078
9898,27,F,0.0,75,32962,1,1,Rent,80023,8/14/2015,Friday,Local,0,1.0,13,Online,0,2982.7910899999997,7.0,Compact,24993.06175,gray,13350.277090000001
9899,34,F,1.0,74,35273,0,1,Rent,50006,9/8/2016,Thursday,Highway,3,1.0,4,Broker,0,3275.18407,6.0,Large,25223.45803,blue,10298.4642
9900,38,F,1.0,57,36365,1,0,Own,85015,10/24/2015,Saturday,Local,1,0.0,39,Online,1,6940.343779000001,6.0,Compact,18809.832730000002,black,38226.10383
9903,67,M,1.0,92,42048,1,1,Own,50054,6/2/2016,Thursday,Local,0,1.0,89,Broker,0,3327.1693379999997,5.0,Compact,19372.035780000002,silver,38118.05776
9906,37,M,0.0,81,36105,1,0,Own,20102,3/15/2016,Tuesday,Parking Lot,0,0.0,50,Broker,1,6068.487686,7.0,Compact,38784.009739999994,other,24931.404319999998
9908,42,F,0.0,78,37373,0,1,Own,20136,12/9/2016,Friday,Highway,0,0.0,43,Broker,0,4299.681429,3.0,Compact,27433.6223,silver,8941.210694
9909,40,F,1.0,56,36891,1,1,Own,20113,3/5/2016,Saturday,Parking Lot,0,0.0,94,Phone,1,6731.706583,4.0,Medium,34354.90121,red,18431.74215
9910,53,F,1.0,55,39712,1,1,Own,80028,8/30/2015,Sunday,Local,1,0.0,60,Broker,1,6931.813668000001,5.0,Compact,15165.54272,gray,25171.02853
9911,46,M,0.0,86,38290,1,1,Own,15004,1/28/2016,Thursday,Parking Lot,0,0.0,50,Phone,1,5361.983531,4.0,Medium,13169.93861,silver,21367.64069
9912,26,F,1.0,88,32574,0,1,Rent,85033,11/8/2016,Tuesday,Parking Lot,3,0.0,50,Online,1,7890.593065999999,4.0,Large,11704.91261,white,36307.09705
9913,48,M,0.0,92,38712,1,1,Rent,80037,5/4/2016,Wednesday,Local,0,0.0,100,Broker,0,7381.725376,2.0,Compact,37299.84128,silver,53260.45972
9918,50,M,0.0,87,39139,1,0,Own,20129,4/11/2016,Monday,Local,0,1.0,64,Phone,1,2657.0184879999997,7.0,Compact,27606.37332,silver,32210.74529
9919,34,F,0.0,66,35275,1,1,Own,50054,4/8/2016,Friday,Highway,1,0.0,95,Broker,1,9100.650257,4.0,Compact,17726.7339,silver,17445.21345
9925,39,F,0.0,72,36649,1,1,Own,15033,6/20/2015,Saturday,Local,0,1.0,54,Phone,0,6167.951273,4.0,Compact,26461.59143,black,21869.943219999997
9927,31,F,1.0,68,34355,0,1,Own,80106,8/16/2015,Sunday,Highway,0,0.0,33,Phone,0,4430.139279999999,2.0,Medium,10180.80473,silver,24157.8665
9928,30,M,1.0,33,34012,1,0,Own,50009,9/12/2015,Saturday,Local,0,0.0,15,Broker,0,6219.664059000001,3.0,Compact,56157.34532000001,blue,25487.32716
9929,27,F,1.0,71,32966,1,0,Rent,85063,2/17/2016,Wednesday,Parking Lot,0,0.0,10,Phone,1,4143.188032,1.0,Medium,25887.45497,white,14864.27736
9930,34,F,1.0,79,35243,1,0,Own,50057,8/4/2016,Thursday,Parking Lot,1,0.0,50,Broker,0,6506.513395,3.0,Compact,13149.0319,black,29676.3129
9932,30,F,0.0,87,34030,1,1,Rent,85007,4/3/2016,Sunday,Parking Lot,0,0.0,46,Phone,1,5304.028126,5.0,Compact,45794.991610000005,white,49623.16364
9933,38,M,1.0,69,36388,1,0,Own,15010,4/3/2016,Sunday,Local,0,0.0,62,Phone,1,3983.0763909999996,3.0,Large,23581.64845,silver,17783.17179
9939,36,F,0.0,72,35843,0,1,Own,20151,5/3/2015,Sunday,Local,1,1.0,10,Online,1,9234.916898000001,9.0,Compact,11569.25586,gray,18218.58681
9942,60,F,1.0,69,40936,1,0,Own,20132,7/8/2015,Wednesday,Local,0,0.0,42,Broker,0,1925.4556890000001,3.0,Large,27144.39395,black,35519.0969
9948,57,F,1.0,75,40428,1,1,Own,80021,9/26/2015,Saturday,Local,0,0.0,53,Broker,0,6952.670272,2.0,Compact,16035.70024,black,30639.432889999996
9949,51,M,0.0,66,39319,1,1,Own,20104,10/23/2015,Friday,Highway,0,0.0,2,Broker,0,4543.847036,2.0,Medium,9600.159598,black,14860.486
9952,30,M,1.0,93,34026,1,1,Own,85023,6/30/2016,Thursday,Parking Lot,0,0.0,3,Broker,1,6555.072638000001,11.0,Large,7608.313520000001,red,38663.70397
9954,74,F,0.0,83,43045,1,1,Own,80012,9/3/2015,Thursday,Local,0,0.0,72,Broker,0,4297.126442,6.0,Medium,16541.604330000002,black,10656.08953
9955,27,M,1.0,77,32952,1,1,Rent,80035,3/24/2015,Tuesday,Highway,1,0.0,5,Online,1,4539.4065009999995,5.0,Compact,50586.55497,white,27275.6057
9958,26,F,1.0,83,32584,1,1,Rent,80030,7/10/2016,Sunday,Local,0,0.0,86,Online,1,3722.906811,9.0,Large,30729.657260000004,other,15290.384180000001
9962,48,M,0.0,86,38705,1,1,Own,85077,6/30/2016,Thursday,Local,0,1.0,94,Broker,0,2334.82713,6.0,Medium,36442.56573,gray,17187.62532
9963,43,M,0.0,88,37615,1,1,Own,20143,9/13/2016,Tuesday,Local,0,0.0,1,Broker,1,6743.7114010000005,3.0,Medium,7826.723268000001,black,39759.820360000005
9964,41,F,0.0,82,37134,0,0,Own,15015,6/11/2016,Saturday,Local,1,0.0,50,Phone,0,2901.65784,6.0,Compact,28199.697560000004,black,34208.567189999994
9965,61,M,1.0,37,41118,1,0,Rent,50027,4/16/2016,Saturday,Local,0,0.0,29,Broker,1,5845.780125,6.0,Compact,14754.55235,other,14035.090219999998
